time,external
"Jul 22 2009 20:00:00",26.20
"Jul 22 2009 20:00:00",26.20
"Jul 22 2009 20:00:00",26.20
"Jul 22 2009 20:00:00",25.75
"Jul 22 2009 20:00:00",25.75
"Jul 22 2009 20:00:00",25.75
"Jul 22 2009 20:00:00",25.75
"Jul 22 2009 20:00:00",25.75
"Jul 22 2009 20:00:00",25.75
"Jul 22 2009 20:00:00",25.75
"Jul 22 2009 20:00:00",25.75
"Jul 22 2009 20:00:00",25.75
"Jul 22 2009 20:00:00",26.65
"Jul 22 2009 20:00:00",25.30
"Jul 22 2009 20:00:00",23.95
"Jul 22 2009 20:00:00",23.05
"Jul 22 2009 20:00:00",22.15
"Jul 22 2009 20:00:00",21.70
"Jul 22 2009 20:00:00",21.25
"Jul 22 2009 20:00:00",21.25
"Jul 22 2009 20:00:00",21.25
"Jul 22 2009 20:00:00",20.80
"Jul 22 2009 20:00:00",20.35
"Jul 22 2009 20:00:00",20.35
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",20.35
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",20.35
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.45
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",19.90
"Jul 22 2009 20:00:00",20.35
"Jul 22 2009 20:00:00",20.35
"Jul 22 2009 20:00:00",20.35
"Jul 22 2009 20:00:00",20.35
"Jul 22 2009 20:00:00",20.35
"Jul 22 2009 20:00:00",20.35
"Jul 22 2009 20:00:00",20.35
"Jul 22 2009 20:00:00",20.35
