time,lat,lon,light,temp,sound,ext
"Jun 26 2009 13:37:40",42.50424,-71.24495,76.00,21.67,0.00,25.75
"Jun 26 2009 13:37:42",42.50424,-71.24495,76.00,21.67,0.00,25.75
"Jun 26 2009 13:37:43",42.50424,-71.24495,76.00,21.67,0.00,25.75
"Jun 26 2009 13:37:44",42.50424,-71.24495,76.00,21.67,0.00,25.75
"Jun 26 2009 13:37:45",42.50424,-71.24495,76.00,21.67,0.00,25.75
"Jun 26 2009 13:37:46",42.50424,-71.24495,76.00,21.67,0.00,25.75
"Jun 26 2009 13:37:47",42.50424,-71.24495,76.00,21.67,0.00,25.75
"Jun 26 2009 13:37:48",42.50424,-71.24495,76.00,21.67,0.00,25.75
"Jun 26 2009 13:41:08",42.504524,-71.24467,74.00,21.67,0.00,27.99
"Jun 26 2009 13:41:09",42.50453,-71.24467,74.00,21.67,0.00,27.99
"Jun 26 2009 13:41:09",42.50453,-71.24467,74.00,21.67,0.00,27.99
"Jun 26 2009 13:41:12",42.504524,-71.24468,74.00,21.67,0.00,27.99
"Jun 26 2009 13:41:13",42.504524,-71.24468,74.00,21.67,0.00,27.99
"Jun 26 2009 13:41:14",42.50456,-71.24475,74.00,21.67,0.00,27.54
"Jun 26 2009 13:41:15",42.50456,-71.24474,74.00,21.67,0.00,27.54
"Jun 26 2009 13:41:16",42.50456,-71.24472,74.00,21.67,0.00,27.54
"Jun 26 2009 13:41:17",42.50454,-71.24471,74.00,21.67,27.00,27.54
"Jun 26 2009 13:41:18",42.50454,-71.244705,74.00,21.67,0.00,27.54
"Jun 26 2009 13:43:02",42.50525,-71.24505,76.00,21.67,0.00,29.79
"Jun 26 2009 13:43:03",42.505257,-71.24505,76.00,21.67,0.00,29.79
"Jun 26 2009 13:43:04",42.505264,-71.24505,76.00,21.67,0.00,30.24
"Jun 26 2009 13:43:05",42.505264,-71.24505,76.00,21.67,0.00,30.24
"Jun 26 2009 13:43:06",42.505272,-71.24506,76.00,21.67,0.00,30.69
"Jun 26 2009 13:43:08",42.505272,-71.24506,76.00,21.67,0.00,31.14
"Jun 26 2009 13:43:09",42.505272,-71.24506,76.00,21.67,0.00,31.14
"Jun 26 2009 13:43:10",42.505272,-71.24506,76.00,21.67,0.00,31.14
"Jun 26 2009 13:43:11",42.505272,-71.24508,76.00,21.67,0.00,31.14
"Jun 26 2009 13:49:05",42.504223,-71.244286,75.00,20.29,0.00,32.94
"Jun 26 2009 13:49:07",42.504223,-71.24428,74.00,20.29,0.00,32.49
"Jun 26 2009 13:49:08",42.504215,-71.244286,75.00,20.29,0.00,32.04
"Jun 26 2009 13:49:09",42.504192,-71.24424,75.00,20.29,0.00,32.04
"Jun 26 2009 13:49:10",42.504166,-71.244225,75.00,20.29,0.00,31.59
"Jun 26 2009 13:49:11",42.50415,-71.24425,75.00,20.29,0.00,31.59
"Jun 26 2009 13:49:12",42.504158,-71.24423,75.00,20.29,0.00,34.74
